timestamp,open,high,low,close,volume,rsi,volume_sma,volume_ratio,macd,macd_signal,macd_hist,ema_fast,ema_slow,ma20,ma50,ma200,bb_upper,bb_middle,bb_lower,bb_position,adx,mfi,atr,atr_pct,is_local_min,is_local_max,swing_type,near_support,near_resistance,vol_regime,ma20_distance,ma50_distance,ma200_distance,extreme_below_ma,extreme_above_ma,high_20d,breakout_20d,signal_score,signal_components,signal_tier
2024-11-22 17:15:00,138364000.0,138401000.0,138132000.0,138138000.0,31.78283548,29.241904870910478,31.807644487999983,0.9992200300148179,118334.1583172679,163821.55509231827,-45487.39677505038,138397891.37980872,138319838.2505096,138352750.0,138026100.0,137389380.0,138856175.8137839,138352750.0,137849324.1862161,0.2867113742282419,24.31957534533046,63.790965103051136,187625.6449704704,0.0013582478750993239,True,False,neutral,True,True,low,-0.0015521917706731525,0.00081071623410355,0.0054488927746817115,False,False,138770000.0,False,58,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'mfi_bullish': True}",A
2024-11-23 07:35:00,136849000.0,136850000.0,136343000.0,136526000.0,48.83457755,11.834221553672899,15.043923929499945,3.246132975602147,-240933.23964881897,-153377.1196738971,-87556.11997492186,137096892.84509596,137367764.0260078,137417350.0,137772680.0,137514885.0,138049907.4361147,137417350.0,136784792.5638853,-0.20456052613566597,26.804709966840182,24.319577979021993,253521.80911391063,0.001856948926313747,True,False,neutral,True,True,low,-0.006486444397304998,-0.009048818677258801,-0.007191112438482568,False,False,137928000.0,False,60,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-11-23 07:40:00,136526000.0,136861000.0,136495000.0,136626000.0,37.99543742,20.63736601062151,16.664580490499947,2.2800116355560367,-267949.4088778496,-176291.5775146876,-91657.83136316197,137002714.27607676,137300330.93273437,137357300.0,137757400.0,137509305.0,138048233.6002714,137357300.0,136666366.3997286,-0.02921148986873702,29.233963361936283,32.575796098012674,261555.96560577417,0.001914393787461934,False,False,down_swing_end,True,True,low,-0.0053240708720978065,-0.008212988921103332,-0.00642360166099305,False,False,137928000.0,False,55,"{'swing_end': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-11-24 16:30:00,136034000.0,136055000.0,135990000.0,135992000.0,9.19147696,28.34359010804235,9.177269641499935,1.001548098623562,-18283.131917655468,5129.658152577557,-23412.790070233026,136119941.2547028,136148747.49422115,136176100.0,136148400.0,136021735.0,136382940.90500674,136176100.0,135969259.09499326,0.05497197231368688,14.026731250863167,50.54289371225804,112413.33470682544,0.0008266172620950161,True,False,neutral,True,False,low,-0.001351925925327572,-0.0011487465148323447,-0.00021860476930396454,False,False,136320000.0,False,58,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'mfi_bullish': True}",A
2024-12-03 22:50:00,127596000.0,127623000.0,113039000.0,113340000.0,842.7993691,2.3363330711684784,143.87265206799992,5.85795394041711,-2131801.691063598,-695576.3089275995,-1436225.3821359985,127270802.36059096,130029814.68256001,131083250.0,132225460.0,133252205.0,139618812.05237734,131083250.0,122547687.94762266,-0.5393720935493704,34.23330321725279,1.6999267787376315,1783151.4290426762,0.015732763623104606,True,False,neutral,False,False,low,-0.13535863659163166,-0.1428277126054241,-0.14943246154913534,True,False,132866000.0,False,55,"{'local_min': True, 'low_vol': True, 'extreme_below_ma': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-12-05 10:10:00,137705000.0,137792000.0,136980000.0,136988000.0,118.51836864,21.565631700936443,57.56885846399986,2.0587236190225022,-228079.39864599705,16513.405158030626,-244592.80380402767,138138837.36023313,138508688.0891995,138798500.0,138433280.0,136053470.0,140130609.68016303,138798500.0,137466390.31983697,-0.17956116037623415,23.1751194771178,31.207270747203907,465046.68475862726,0.0033947987032340587,True,False,neutral,True,True,low,-0.013044089093181842,-0.010440264075228153,0.006868843550995061,False,False,139900000.0,False,60,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-12-06 03:55:00,141345000.0,141346000.0,140890000.0,140898000.0,47.19512889,14.606957571518453,11.137838727999831,4.237368671118786,-265872.9904439151,-200948.78688653637,-64924.20355737876,141678387.90237603,141938121.46040365,141950000.0,142543860.0,143603615.0,142617466.25381663,141950000.0,141282533.74618337,-0.288054822236005,22.316366184489883,23.138067697619878,391738.2364711953,0.0027802966434668716,True,False,neutral,True,True,low,-0.007411060232476224,-0.011546340894655161,-0.018840855782077632,False,False,142500000.0,False,60,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-12-06 21:55:00,136576000.0,136577000.0,136000000.0,136002000.0,111.02941054,11.406585746944685,23.61133738399983,4.702377029063962,-252039.2269553542,-119718.90034758224,-132320.32660777197,136882421.32051474,137185443.7333344,137290850.0,137494500.0,137792520.0,138105359.73596635,137290850.0,136476340.26403365,-0.2911814574388582,29.722431490733193,12.528798142793853,294432.4895766099,0.002164912939343612,True,False,neutral,True,False,low,-0.009387734142515688,-0.010854979653731604,-0.012994319285255832,False,False,137771000.0,False,60,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-12-07 08:20:00,139090000.0,139170000.0,138001000.0,138228000.0,43.49985877,21.697741296368733,17.744462999499824,2.4514609865187897,-353953.05618962646,-295498.9770832058,-58454.07910642063,139134444.26331323,139482420.9363393,139441900.0,140264980.0,138750015.0,140164151.72895882,139441900.0,138719648.27104118,-0.3403579744626819,50.219214657682876,30.1335331129165,369062.528632163,0.0026699549196411944,True,False,up_swing_middle,True,True,low,-0.00870541781200629,-0.014522370444853733,-0.003762269863538393,False,False,140000000.0,False,60,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'volume_spike': True}",A
2024-12-07 09:45:00,139460000.0,139490000.0,138930000.0,138950000.0,27.78733283,29.428202065243497,21.010457753999823,1.322547711970247,-14653.88350224495,-32372.017613041447,17718.134110796498,139470624.60218543,139458526.52767646,139272550.0,139671020.0,138888580.0,140195811.71261674,139272550.0,138349288.28738326,0.3253203855460349,31.649977247756855,64.5673403240134,329398.1747091568,0.0023706237834412148,True,False,neutral,True,True,low,-0.002315962477889577,-0.005162273462311652,0.0004422249835083633,False,False,140000000.0,False,58,"{'local_min': True, 'near_support': True, 'low_vol': True, 'rsi_oversold': True, 'mfi_bullish': True}",A
